Mod:Item:MetaData, Localized Name
cqrepoured:sword_walker, Walker Sword
cqrepoured:shield_walker_king, Walker King Shield
cqrepoured:great_sword_iron, Iron Greatsword
cqrepoured:great_sword_diamond, Diamond Greatsword
cqrepoured:great_sword_bull, Bull Greatsword
cqrepoured:great_sword_monking, Monking Great Sword
cqrepoured:spear_diamond, Diamond Spear
cqrepoured:spear_iron, Iron Spear
cqrepoured:staff, Staff
cqrepoured:staff_fire, Fire Staff
cqrepoured:staff_vampiric, Vampiric Staff
cqrepoured:staff_wind, Wind Staff
cqrepoured:staff_poison, Poison Staff
cqrepoured:staff_healing, Healing Staff
cqrepoured:diamond_sword_fake_healing_staff, item.diamond_sword_fake_healing_staff.name
cqrepoured:staff_thunder, Thunder Staff
cqrepoured:staff_spider, Spider Staff
cqrepoured:staff_gun, Gun Staff
cqrepoured:revolver, Revolver
cqrepoured:captain_revolver, Captain Revolver
cqrepoured:musket, Musket
cqrepoured:musket_dagger_iron, Musket with Iron Dagger
cqrepoured:musket_dagger_diamond, Musket with Diamond Dagger
cqrepoured:musket_dagger_monking, Musket with Monking Dagger
cqrepoured:bullet_iron, Iron Bullets
cqrepoured:bullet_gold, Gold Bullets
cqrepoured:bullet_diamond, Diamond Bullets
cqrepoured:bullet_fire, Fiery Bullets
cqrepoured:cannon_ball, Cannon Ball
cqrepoured:flamethrower, Flamethrower
cqrepoured:bubble_pistol, Bubble Gun
cqrepoured:bubble_rifle, Bubble Launcher
cqrepoured:hookshot, description.hookshot.name.name
cqrepoured:longshot, description.longshot.name.name
cqrepoured:spiderhook, description.spiderhook.name.name
cqrepoured:helmet_dragon, Dragon Helmet
cqrepoured:boots_cloud, Cloud Boots
cqrepoured:backpack, Backpack
cqrepoured:spiked_glove, Spiked Glove
cqrepoured:king_crown, King Crown
cqrepoured:helmet_slime, Slime Helmet
cqrepoured:chestplate_slime, Slime Chestplate
cqrepoured:leggings_slime, Slime Leggings
cqrepoured:boots_slime, Slime Boots
cqrepoured:helmet_turtle, Tortoiseshell Helmet
cqrepoured:chestplate_turtle, Tortoiseshell Chestplate
cqrepoured:leggings_turtle, Tortoiseshell Leggings
cqrepoured:boots_turtle, Tortoiseshell Boots
cqrepoured:helmet_bull, Bull Helmet
cqrepoured:chestplate_bull, Bull Chestplate
cqrepoured:leggings_bull, Bull Leggings
cqrepoured:boots_bull, Bull Boots
cqrepoured:helmet_spider, Spider Helmet
cqrepoured:chestplate_spider, Spider Chestplate
cqrepoured:leggings_spider, Spider Leggings
cqrepoured:boots_spider, Spider Boots
cqrepoured:helmet_inquisition, Inquisition Helmet
cqrepoured:chestplate_inquisition, Inquisition Chestplate
cqrepoured:leggings_inquisition, Inquisition Leggings
cqrepoured:boots_inquisition, Inquisition Boots
cqrepoured:helmet_heavy_diamond, Heavy Diamond Helmet
cqrepoured:chestplate_heavy_diamond, Heavy Diamond Chestplate
cqrepoured:leggings_heavy_diamond, Heavy Diamond Leggings
cqrepoured:boots_heavy_diamond, Heavy Diamond Boots
cqrepoured:helmet_heavy_iron, Heavy Iron Helmet
cqrepoured:chestplate_heavy_iron, Heavy Iron Chestplate
cqrepoured:leggings_heavy_iron, Heavy Iron Leggings
cqrepoured:boots_heavy_iron, Heavy Iron Boots
cqrepoured:helmet_diamond_dyable, Dyable Diamond Helmet
cqrepoured:chestplate_diamond_dyable, Dyable Diamond Chestplate
cqrepoured:leggings_diamond_dyable, Dyable Diamond Leggings
cqrepoured:boots_diamond_dyable, Dyable Diamond Boots
cqrepoured:helmet_iron_dyable, Dyable Iron Helmet
cqrepoured:chestplate_iron_dyable, Dyable Iron Chestplate
cqrepoured:leggings_iron_dyable, Dyable Iron Leggings
cqrepoured:boots_iron_dyable, Dyable Iron Boots
cqrepoured:scale_turtle, Giant Tortoise Scale
cqrepoured:leather_bull, Bull Leather
cqrepoured:horn_bull, Bull Horn
cqrepoured:ball_slime, Regenerating Slime Ball
cqrepoured:leather_spider, Spider Leather
cqrepoured:bone_monking, Monking Bone
cqrepoured:giant_spider_poison, Giant Spider Venom
cqrepoured:feather_golden, Golden Feather
cqrepoured:potion_healing, Healing Potion
cqrepoured:teleport_stone, Teleport Stone
cqrepoured:cursed_bone, Cursed Bone
cqrepoured:magic_bell, Magic Bell
cqrepoured:super_tool, Super Tool (Creative Only)
cqrepoured:structure_selector, Selection Selector Helper
cqrepoured:soul_bottle, Soul Bottle
cqrepoured:mob_to_spawner_tool, Mob To Spawner Tool
cqrepoured:spawner_converter, Spawner Converter
cqrepoured:badge, Badge
cqrepoured:path_tool, Path Tool
cqrepoured:dummy_shield, Dummy Shield
cqrepoured:alchemy_bag, Alchemy Bag
cqrepoured:unprotected_positions_tool, Unprotected Position Selector Helper
cqrepoured:shield_bull, Ice Bull Shield
cqrepoured:shield_carl, Carl
cqrepoured:shield_dragonslayer, Dragon Shield
cqrepoured:shield_fire, Fiery Shield
cqrepoured:shield_goblin, Goblin Shield
cqrepoured:shield_monking, Monkey Shield
cqrepoured:shield_moon, Moon Shield
cqrepoured:shield_mummy, Bandaged Shield
cqrepoured:shield_pigman, Pigman Shield
cqrepoured:shield_pirate, Pirate Shield
cqrepoured:shield_pirate2, Pirate Shield
cqrepoured:shield_rainbow, Rainbow Shield
cqrepoured:shield_reflective, Mirror Shield
cqrepoured:shield_rusted, Rusted Shield
cqrepoured:shield_skeleton_friends, Skeleton Shield
cqrepoured:shield_specter, Specter Shield
cqrepoured:shield_spider, Spider Shield
cqrepoured:shield_sun, Sun Shield
cqrepoured:shield_tomb, Tomb Shield
cqrepoured:shield_triton, Triton Shield
cqrepoured:shield_turtle, Tortoise Infantry Shield
cqrepoured:shield_walker, Walker Shield
cqrepoured:shield_warped, Warped Shield
cqrepoured:shield_zombie, Zombie Shield
cqrepoured:dungeon_placer_d0, item.dungeon_placer_d0.name
cqrepoured:dungeon_placer_d1, item.dungeon_placer_d1.name
cqrepoured:dungeon_placer_d2, item.dungeon_placer_d2.name
cqrepoured:dungeon_placer_d3, item.dungeon_placer_d3.name
cqrepoured:dungeon_placer_d4, item.dungeon_placer_d4.name
cqrepoured:dungeon_placer_d5, item.dungeon_placer_d5.name
cqrepoured:dungeon_placer_d6, item.dungeon_placer_d6.name
cqrepoured:dungeon_placer_d7, item.dungeon_placer_d7.name
cqrepoured:dungeon_placer_d8, item.dungeon_placer_d8.name
cqrepoured:dungeon_placer_d9, item.dungeon_placer_d9.name
cqrepoured:dungeon_placer_d10, item.dungeon_placer_d10.name
cqrepoured:dungeon_placer_d11, item.dungeon_placer_d11.name
cqrepoured:dungeon_placer_d12, item.dungeon_placer_d12.name
cqrepoured:dungeon_placer_d13, item.dungeon_placer_d13.name
cqrepoured:dungeon_placer_d14, item.dungeon_placer_d14.name
cqrepoured:dungeon_placer_d15, item.dungeon_placer_d15.name
cqrepoured:dungeon_placer_d16, item.dungeon_placer_d16.name
cqrepoured:dungeon_placer_d17, item.dungeon_placer_d17.name
cqrepoured:dungeon_placer_d18, item.dungeon_placer_d18.name
cqrepoured:dungeon_placer_d19, item.dungeon_placer_d19.name
cqrepoured:cqr_boarman_spawn_egg_0, item.cqr_boarman_spawn_egg_0.name
cqrepoured:cqr_boarman_spawn_egg_1, item.cqr_boarman_spawn_egg_1.name
cqrepoured:cqr_boarman_spawn_egg_2, item.cqr_boarman_spawn_egg_2.name
cqrepoured:cqr_boarman_spawn_egg_3, item.cqr_boarman_spawn_egg_3.name
cqrepoured:cqr_boarman_spawn_egg_4, item.cqr_boarman_spawn_egg_4.name
cqrepoured:cqr_dummy_spawn_egg_0, item.cqr_dummy_spawn_egg_0.name
cqrepoured:cqr_dummy_spawn_egg_1, item.cqr_dummy_spawn_egg_1.name
cqrepoured:cqr_dummy_spawn_egg_2, item.cqr_dummy_spawn_egg_2.name
cqrepoured:cqr_dummy_spawn_egg_3, item.cqr_dummy_spawn_egg_3.name
cqrepoured:cqr_dummy_spawn_egg_4, item.cqr_dummy_spawn_egg_4.name
cqrepoured:cqr_dwarf_spawn_egg_0, item.cqr_dwarf_spawn_egg_0.name
cqrepoured:cqr_dwarf_spawn_egg_1, item.cqr_dwarf_spawn_egg_1.name
cqrepoured:cqr_dwarf_spawn_egg_2, item.cqr_dwarf_spawn_egg_2.name
cqrepoured:cqr_dwarf_spawn_egg_3, item.cqr_dwarf_spawn_egg_3.name
cqrepoured:cqr_dwarf_spawn_egg_4, item.cqr_dwarf_spawn_egg_4.name
cqrepoured:cqr_enderman_spawn_egg_0, item.cqr_enderman_spawn_egg_0.name
cqrepoured:cqr_enderman_spawn_egg_1, item.cqr_enderman_spawn_egg_1.name
cqrepoured:cqr_enderman_spawn_egg_2, item.cqr_enderman_spawn_egg_2.name
cqrepoured:cqr_enderman_spawn_egg_3, item.cqr_enderman_spawn_egg_3.name
cqrepoured:cqr_enderman_spawn_egg_4, item.cqr_enderman_spawn_egg_4.name
cqrepoured:cqr_gremlin_spawn_egg_0, item.cqr_gremlin_spawn_egg_0.name
cqrepoured:cqr_gremlin_spawn_egg_1, item.cqr_gremlin_spawn_egg_1.name
cqrepoured:cqr_gremlin_spawn_egg_2, item.cqr_gremlin_spawn_egg_2.name
cqrepoured:cqr_gremlin_spawn_egg_3, item.cqr_gremlin_spawn_egg_3.name
cqrepoured:cqr_gremlin_spawn_egg_4, item.cqr_gremlin_spawn_egg_4.name
cqrepoured:cqr_golem_spawn_egg_0, item.cqr_golem_spawn_egg_0.name
cqrepoured:cqr_golem_spawn_egg_1, item.cqr_golem_spawn_egg_1.name
cqrepoured:cqr_golem_spawn_egg_2, item.cqr_golem_spawn_egg_2.name
cqrepoured:cqr_golem_spawn_egg_3, item.cqr_golem_spawn_egg_3.name
cqrepoured:cqr_golem_spawn_egg_4, item.cqr_golem_spawn_egg_4.name
cqrepoured:cqr_illager_spawn_egg_0, item.cqr_illager_spawn_egg_0.name
cqrepoured:cqr_illager_spawn_egg_1, item.cqr_illager_spawn_egg_1.name
cqrepoured:cqr_illager_spawn_egg_2, item.cqr_illager_spawn_egg_2.name
cqrepoured:cqr_illager_spawn_egg_3, item.cqr_illager_spawn_egg_3.name
cqrepoured:cqr_illager_spawn_egg_4, item.cqr_illager_spawn_egg_4.name
cqrepoured:cqr_mandril_spawn_egg_0, item.cqr_mandril_spawn_egg_0.name
cqrepoured:cqr_mandril_spawn_egg_1, item.cqr_mandril_spawn_egg_1.name
cqrepoured:cqr_mandril_spawn_egg_2, item.cqr_mandril_spawn_egg_2.name
cqrepoured:cqr_mandril_spawn_egg_3, item.cqr_mandril_spawn_egg_3.name
cqrepoured:cqr_mandril_spawn_egg_4, item.cqr_mandril_spawn_egg_4.name
cqrepoured:cqr_minotaur_spawn_egg_0, item.cqr_minotaur_spawn_egg_0.name
cqrepoured:cqr_minotaur_spawn_egg_1, item.cqr_minotaur_spawn_egg_1.name
cqrepoured:cqr_minotaur_spawn_egg_2, item.cqr_minotaur_spawn_egg_2.name
cqrepoured:cqr_minotaur_spawn_egg_3, item.cqr_minotaur_spawn_egg_3.name
cqrepoured:cqr_minotaur_spawn_egg_4, item.cqr_minotaur_spawn_egg_4.name
cqrepoured:cqr_mummy_spawn_egg_0, item.cqr_mummy_spawn_egg_0.name
cqrepoured:cqr_mummy_spawn_egg_1, item.cqr_mummy_spawn_egg_1.name
cqrepoured:cqr_mummy_spawn_egg_2, item.cqr_mummy_spawn_egg_2.name
cqrepoured:cqr_mummy_spawn_egg_3, item.cqr_mummy_spawn_egg_3.name
cqrepoured:cqr_mummy_spawn_egg_4, item.cqr_mummy_spawn_egg_4.name
cqrepoured:cqr_npc_spawn_egg_0, item.cqr_npc_spawn_egg_0.name
cqrepoured:cqr_npc_spawn_egg_1, item.cqr_npc_spawn_egg_1.name
cqrepoured:cqr_npc_spawn_egg_2, item.cqr_npc_spawn_egg_2.name
cqrepoured:cqr_npc_spawn_egg_3, item.cqr_npc_spawn_egg_3.name
cqrepoured:cqr_npc_spawn_egg_4, item.cqr_npc_spawn_egg_4.name
cqrepoured:cqr_ogre_spawn_egg_0, item.cqr_ogre_spawn_egg_0.name
cqrepoured:cqr_ogre_spawn_egg_1, item.cqr_ogre_spawn_egg_1.name
cqrepoured:cqr_ogre_spawn_egg_2, item.cqr_ogre_spawn_egg_2.name
cqrepoured:cqr_ogre_spawn_egg_3, item.cqr_ogre_spawn_egg_3.name
cqrepoured:cqr_ogre_spawn_egg_4, item.cqr_ogre_spawn_egg_4.name
cqrepoured:cqr_orc_spawn_egg_0, item.cqr_orc_spawn_egg_0.name
cqrepoured:cqr_orc_spawn_egg_1, item.cqr_orc_spawn_egg_1.name
cqrepoured:cqr_orc_spawn_egg_2, item.cqr_orc_spawn_egg_2.name
cqrepoured:cqr_orc_spawn_egg_3, item.cqr_orc_spawn_egg_3.name
cqrepoured:cqr_orc_spawn_egg_4, item.cqr_orc_spawn_egg_4.name
cqrepoured:cqr_pirate_spawn_egg_0, item.cqr_pirate_spawn_egg_0.name
cqrepoured:cqr_pirate_spawn_egg_1, item.cqr_pirate_spawn_egg_1.name
cqrepoured:cqr_pirate_spawn_egg_2, item.cqr_pirate_spawn_egg_2.name
cqrepoured:cqr_pirate_spawn_egg_3, item.cqr_pirate_spawn_egg_3.name
cqrepoured:cqr_pirate_spawn_egg_4, item.cqr_pirate_spawn_egg_4.name
cqrepoured:cqr_skeleton_spawn_egg_0, item.cqr_skeleton_spawn_egg_0.name
cqrepoured:cqr_skeleton_spawn_egg_1, item.cqr_skeleton_spawn_egg_1.name
cqrepoured:cqr_skeleton_spawn_egg_2, item.cqr_skeleton_spawn_egg_2.name
cqrepoured:cqr_skeleton_spawn_egg_3, item.cqr_skeleton_spawn_egg_3.name
cqrepoured:cqr_skeleton_spawn_egg_4, item.cqr_skeleton_spawn_egg_4.name
cqrepoured:cqr_spectre_spawn_egg_0, item.cqr_spectre_spawn_egg_0.name
cqrepoured:cqr_spectre_spawn_egg_1, item.cqr_spectre_spawn_egg_1.name
cqrepoured:cqr_spectre_spawn_egg_2, item.cqr_spectre_spawn_egg_2.name
cqrepoured:cqr_spectre_spawn_egg_3, item.cqr_spectre_spawn_egg_3.name
cqrepoured:cqr_spectre_spawn_egg_4, item.cqr_spectre_spawn_egg_4.name
cqrepoured:cqr_triton_spawn_egg_0, item.cqr_triton_spawn_egg_0.name
cqrepoured:cqr_triton_spawn_egg_1, item.cqr_triton_spawn_egg_1.name
cqrepoured:cqr_triton_spawn_egg_2, item.cqr_triton_spawn_egg_2.name
cqrepoured:cqr_triton_spawn_egg_3, item.cqr_triton_spawn_egg_3.name
cqrepoured:cqr_triton_spawn_egg_4, item.cqr_triton_spawn_egg_4.name
cqrepoured:cqr_walker_spawn_egg_0, item.cqr_walker_spawn_egg_0.name
cqrepoured:cqr_walker_spawn_egg_1, item.cqr_walker_spawn_egg_1.name
cqrepoured:cqr_walker_spawn_egg_2, item.cqr_walker_spawn_egg_2.name
cqrepoured:cqr_walker_spawn_egg_3, item.cqr_walker_spawn_egg_3.name
cqrepoured:cqr_walker_spawn_egg_4, item.cqr_walker_spawn_egg_4.name
cqrepoured:cqr_zombie_spawn_egg_0, item.cqr_zombie_spawn_egg_0.name
cqrepoured:cqr_zombie_spawn_egg_1, item.cqr_zombie_spawn_egg_1.name
cqrepoured:cqr_zombie_spawn_egg_2, item.cqr_zombie_spawn_egg_2.name
cqrepoured:cqr_zombie_spawn_egg_3, item.cqr_zombie_spawn_egg_3.name
cqrepoured:cqr_zombie_spawn_egg_4, item.cqr_zombie_spawn_egg_4.name
cqrepoured:andesite_carved, Carved Andesite
cqrepoured:andesite_pillar, Andesite Pillar
cqrepoured:andesite_cube, Andesite Cube
cqrepoured:andesite_scale, Andesite Scale
cqrepoured:andesite_square, Andesite Square
cqrepoured:andesite_small, Small Andesite Bricks
cqrepoured:andesite_large, Large Andesite Bricks
cqrepoured:diorite_carved, Carved Diorite
cqrepoured:diorite_pillar, Diorite Pillar
cqrepoured:diorite_cube, Diorite Cube
cqrepoured:diorite_scale, Diorite Scale
cqrepoured:diorite_square, Diorite Square
cqrepoured:diorite_small, Small Diorite Bricks
cqrepoured:diorite_large, Large Diorite Bricks
cqrepoured:granite_carved, Carved Granite
cqrepoured:granite_pillar, Granite Pillar
cqrepoured:granite_cube, Granite Cube
cqrepoured:granite_scale, Granite Scale
cqrepoured:granite_square, Granite Square
cqrepoured:granite_small, Small Granite Bricks
cqrepoured:granite_large, Large Granite Bricks
cqrepoured:prismarine_carved, Carved Prismarine
cqrepoured:prismarine_pillar, Prismarine Pillar
cqrepoured:prismarine_cube, Prismarine Cube
cqrepoured:prismarine_square, Prismarine Square
cqrepoured:prismarine_small, Small Prismarine Bricks
cqrepoured:prismarine_large, Large Prismarine Bricks
cqrepoured:endstone_carved, Carved Endstone
cqrepoured:endstone_pillar, Endstone Pillar
cqrepoured:endstone_cube, Endstone Cube
cqrepoured:endstone_scale, Endstone Scale
cqrepoured:endstone_square, Endstone Square
cqrepoured:endstone_small, Small Endstone Bricks
cqrepoured:purpur_carved, Carved Purpur
cqrepoured:purpur_cube, Purpur Cube
cqrepoured:purpur_scale, Purpur Scale
cqrepoured:purpur_small, Small Purpur Bricks
cqrepoured:purpur_large, Large Purpur Bricks
cqrepoured:red_netherbrick_carved, Carved Red Netherbrick
cqrepoured:red_netherbrick_pillar, Red Netherbrick Pillar
cqrepoured:red_netherbrick_cube, Red Netherbrick Cube
cqrepoured:red_netherbrick_scale, Red Netherbrick Scale
cqrepoured:red_netherbrick_square, Red Netherbrick Square
cqrepoured:red_netherbrick_large, Large Red Netherbricks
cqrepoured:stone_pillar, Stone Pillar
cqrepoured:stone_cube, Stone Cube
cqrepoured:stone_scale, Stone Scale
cqrepoured:stone_square, Stone Square
cqrepoured:stone_small, Small Stone Bricks
cqrepoured:table_oak, Oak Table
cqrepoured:table_spruce, Spruce Table
cqrepoured:table_birch, Birch Table
cqrepoured:table_jungle, Jungle Table
cqrepoured:table_acacia, Acacia Table
cqrepoured:table_dark, Dark Oak Table
cqrepoured:unlit_torch, Unlit Torch
cqrepoured:exporter, Exporter Block
cqrepoured:null_block, Null Block
cqrepoured:spawner, Spawner
cqrepoured:boss_block, Boss Block
cqrepoured:force_field_nexus, Force Field Nexus
cqrepoured:map_placeholder, Map Placeholder
cqrepoured:tnt, TNT
cqrepoured:exporter_chest_valuable, Exporter Chest Treasure
cqrepoured:exporter_chest_food, Exporter Chest Food
cqrepoured:exporter_chest_equipment, Exporter Chest Equipment
cqrepoured:exporter_chest_utility, Exporter Chest Utility
cqrepoured:exporter_chest_clutter, Exporter Chest Clutter
cqrepoured:exporter_chest_custom, Exporter Chest - Custom
cqrepoured:exporter_chest_vanilla_blacksmith, Exporter Chest - Village Blacksmith
cqrepoured:exporter_chest_vanilla_bonus, Exporter Chest - Bonus Chest
cqrepoured:exporter_chest_vanilla_dungeon, Exporter Chest - Dungeon
cqrepoured:exporter_chest_vanilla_end_city, Exporter Chest - End City
cqrepoured:exporter_chest_vanilla_igloo, Exporter Chest - Igloo
cqrepoured:exporter_chest_vanilla_jungle, Exporter Chest - Jungle Chest
cqrepoured:exporter_chest_vanilla_jungle_dispenser, Exporter Chest - Jungle Temple Dispenser
cqrepoured:exporter_chest_vanilla_mansion, Exporter Chest - Woodland Mansion
cqrepoured:exporter_chest_vanilla_mineshaft, Exporter Chest - Mineshaft
cqrepoured:exporter_chest_vanilla_nether, Exporter Chest - Nether Fortress
cqrepoured:exporter_chest_vanilla_pyramid, Exporter Chest - Pyramid
cqrepoured:exporter_chest_vanilla_stronghold, Exporter Chest - Stronghold Corridor
cqrepoured:exporter_chest_vanilla_stronghold_library, Exporter Chest - Stronghold Library
cqrepoured:exporter_chest_vanilla_stronghold_storeroom, Exporter Chest - Stronghold Mine
cqrepoured:phylactery, Lich Phylactery
colytra:elytra_bauble, Elytra
cookingforblockheads:cooking_table, Cooking Table
cookingforblockheads:oven, Oven
cookingforblockheads:fridge, Fridge
cookingforblockheads:sink, Sink
cookingforblockheads:tool_rack, Tool Rack
cookingforblockheads:toaster, Toaster
cookingforblockheads:milk_jar, Milk Jar
cookingforblockheads:cow_jar, Cow in a Jar
cookingforblockheads:spice_rack, Spice Rack
cookingforblockheads:counter, Kitchen Counter
cookingforblockheads:cabinet, Kitchen Cabinet
cookingforblockheads:corner, Kitchen Corner
cookingforblockheads:kitchen_floor, Kitchen Floor
cookingforblockheads:fruit_basket, Fruit Basket
cookingforblockheads:cutting_board, Cutting Board
cookingforblockheads:recipe_book:0, Cooking for Blockheads
cookingforblockheads:recipe_book:1, Cooking for Blockheads I
cookingforblockheads:recipe_book:2, Cooking for Blockheads II
cookingforblockheads:heating_unit, Heating Unit
cookingforblockheads:ice_unit, Ice Unit
cookingforblockheads:preservation_chamber, Preservation Chamber
defiledlands:stone_defiled, Defiled Stone
defiledlands:sand_defiled, Defiled Sand
defiledlands:sandstone_defiled, Defiled Sandstone
defiledlands:dirt_defiled, Defiled Dirt
defiledlands:grass_defiled, Defiled Grass
defiledlands:gravel_defiled, Defiled Gravel
defiledlands:tenebra_log, Tenebra Wood
defiledlands:tenebra_leaves, Tenebra Leaves
defiledlands:tenebra_sapling, Tenebra Sapling
defiledlands:tenebra_planks, Tenebra Wood Planks
defiledlands:stone_defiled_decoration:0, Defiled Stone Bricks
defiledlands:stone_defiled_decoration:1, Cracked Defiled Stone Bricks
defiledlands:stone_defiled_decoration:2, Mossy Defiled Stone Bricks
defiledlands:stone_defiled_decoration:3, Mossy Defiled Stone
defiledlands:stone_defiled_slab:0, Defiled Stone Slab
defiledlands:stone_defiled_slab:1, Defiled Sandstone Slab
defiledlands:stone_defiled_slab:2, Defiled Stone Bricks Slab
defiledlands:wood_defiled_slab:0, Tenebra Wood Slab
defiledlands:stone_defiled_stairs, Defiled Stone Stairs
defiledlands:sandstone_defiled_stairs, Defiled Sandstone Stairs
defiledlands:stone_defiled_bricks_stairs, Defiled Stone Bricks Stairs
defiledlands:tenebra_stairs, Tenebra Wood Stairs
defiledlands:ravaging_decoration:0, Ravaging Stone
defiledlands:ravaging_decoration:1, Ravaging Bricks
defiledlands:glass_obscure, Obscure Glass
defiledlands:hephaestite_ore, Hephaestite Ore
defiledlands:hephaestite_block, Block of Hephaestite
defiledlands:umbrium_ore, Umbrium Ore
defiledlands:umbrium_block, Block of Umbrium
defiledlands:scarlite_ore, Scarlite Ore
defiledlands:scarlite_block, Block of Scarlite
defiledlands:vilespine, Vilespine
defiledlands:scuronotte, Scuronotte
defiledlands:healing_pad, Healing Pad
defiledlands:conjuring_altar, Conjuring Altar
defiledlands:molten_umbrium, Molten Umbrium
defiledlands:tenebra_door, Tenebra Door
defiledlands:hephaestite, Hephaestite Shard
defiledlands:umbrium_ingot, Umbrium Ingot
defiledlands:umbrium_nugget, Umbrium Nugget
defiledlands:scarlite, Scarlite
defiledlands:blastem_seed, Blastem Seed
defiledlands:blastem_fruit, Blastem Fruit
defiledlands:blastem_fruit_blazing, Blazing Blastem Fruit
defiledlands:defilement_powder, Defilement Powder
defiledlands:scuttler_eye, Scuttler Eye
defiledlands:black_heart, Black Heart
defiledlands:foul_slime, Foul Slime
defiledlands:foul_candy, Foul Candy
defiledlands:book_wyrm_raw, Raw Book Wyrm
defiledlands:book_wyrm_cooked, Cooked Book Wyrm
defiledlands:book_wyrm_scale, Book Wyrm Scale
defiledlands:book_wyrm_scale_golden, Golden Book Wyrm Scale
defiledlands:umbrium_axe, Umbrium Axe
defiledlands:umbrium_hoe, Umbrium Hoe
defiledlands:umbrium_pickaxe, Umbrium Pickaxe
defiledlands:umbrium_shovel, Umbrium Shovel
defiledlands:umbrium_sword, Umbrium Sword
defiledlands:scarlite_reaver, Scarlite Reaver
defiledlands:scarlite_razor, Scarlite Razor
defiledlands:umbra_blaster, Umbra Blaster
defiledlands:concussion_smasher, Concussion Smasher
defiledlands:umbrium_helmet, Umbrium Helmet
defiledlands:umbrium_chestplate, Umbrium Chestplate
defiledlands:umbrium_leggings, Umbrium Leggings
defiledlands:umbrium_boots, Umbrium Boots
defiledlands:scale_helmet, Book Wyrm Scale Helmet
defiledlands:scale_chestplate, Book Wyrm Scale Chestplate
defiledlands:scale_leggings, Book Wyrm Scale Leggings
defiledlands:scale_boots, Book Wyrm Scale Boots
defiledlands:scale_golden_helmet, Golden Book Wyrm Scale Helmet
defiledlands:scale_golden_chestplate, Golden Book Wyrm Scale Chestplate
defiledlands:scale_golden_leggings, Golden Book Wyrm Scale Leggings
defiledlands:scale_golden_boots, Golden Book Wyrm Scale Boots
defiledlands:book_wyrm_analyzer, Book Wyrm Analyzer
defiledlands:scarlite_ring, Scarlite Ring
defiledlands:phytoprostasia_amulet, Phytoprostasia Amulet
defiledlands:calling_stone, Calling Stone
defiledlands:essence_destroyer, Ravaging Essence
defiledlands:ravaging_ingot, Ravaging Ingot
defiledlands:ravaging_axe, Ravaging Axe
defiledlands:ravaging_pickaxe, Ravaging Pickaxe
defiledlands:ravaging_shovel, Ravaging Shovel
defiledlands:the_ravager, The Ravager
defiledlands:pellet_umbrium, Umbrium Pellet
defiledlands:pellet_spiked, Spiked Pellet
defiledlands:pellet_ravaging, Ravaging Pellet
defiledlands:idol_sorrow, Idol of Sorrow
defiledlands:essence_mourner, Remorseful Essence
defiledlands:remorseful_gem, Remorseful Gem
defiledlands:tears_flame, Tears of Penance
defiledlands:tears_shulker, Tears of Retribution
ebwizardry:arcane_workbench, Arcane Workbench
ebwizardry:crystal_ore, Crystal Ore
ebwizardry:crystal_flower, Crystal Flower
ebwizardry:transportation_stone, Stone of Transportation
ebwizardry:crystal_block:0, Block of Crystal
ebwizardry:crystal_block:1, Block of Fiery Crystal
ebwizardry:crystal_block:2, Block of Icy Crystal
ebwizardry:crystal_block:3, Block of Stormy Crystal
ebwizardry:crystal_block:4, Block of Dark Crystal
ebwizardry:crystal_block:5, Block of Verdant Crystal
ebwizardry:crystal_block:6, Block of Mystical Crystal
ebwizardry:crystal_block:7, Block of Radiant Crystal
ebwizardry:runestone:1, Runestone
ebwizardry:runestone:2, Runestone
ebwizardry:runestone:3, Runestone
ebwizardry:runestone:4, Runestone
ebwizardry:runestone:5, Runestone
ebwizardry:runestone:6, Runestone
ebwizardry:runestone:7, Runestone
ebwizardry:runestone_pedestal:1, Runestone Pedestal
ebwizardry:runestone_pedestal:2, Runestone Pedestal
ebwizardry:runestone_pedestal:3, Runestone Pedestal
ebwizardry:runestone_pedestal:4, Runestone Pedestal
ebwizardry:runestone_pedestal:5, Runestone Pedestal
ebwizardry:runestone_pedestal:6, Runestone Pedestal
ebwizardry:runestone_pedestal:7, Runestone Pedestal
ebwizardry:gilded_wood:0, Gilded Oak Wood
ebwizardry:gilded_wood:1, Gilded Spruce Wood
ebwizardry:gilded_wood:2, Gilded Birch Wood
ebwizardry:gilded_wood:3, Gilded Jungle Wood
ebwizardry:gilded_wood:4, Gilded Acacia Wood
ebwizardry:gilded_wood:5, Gilded Dark Oak Wood
ebwizardry:oak_bookshelf, Oak Bookshelf
ebwizardry:spruce_bookshelf, Spruce Bookshelf
ebwizardry:birch_bookshelf, Birch Bookshelf
ebwizardry:jungle_bookshelf, Jungle Bookshelf
ebwizardry:acacia_bookshelf, Acacia Bookshelf
ebwizardry:dark_oak_bookshelf, Dark Oak Bookshelf
ebwizardry:oak_lectern, Oak Lectern
ebwizardry:spruce_lectern, Spruce Lectern
ebwizardry:birch_lectern, Birch Lectern
ebwizardry:jungle_lectern, Jungle Lectern
ebwizardry:acacia_lectern, Acacia Lectern
ebwizardry:dark_oak_lectern, Dark Oak Lectern
ebwizardry:receptacle, Receptacle
ebwizardry:imbuement_altar, Imbuement Altar
ebwizardry:magic_crystal:0, Magic Crystal
ebwizardry:magic_crystal:1, Fiery Crystal
