+----------------------------------------------------+----------+-------------------------------------------------+--------------------------------------------------------------------------------+----------------------------------------------------------------+
| Registry name                                      | Meta/dmg | Display name                                    | Ore Dict Keys                                                                  | NBT                                                            |
| gregtech:meta_item_1                               |     2460 | Magnesia Dust                                   | dustMagnesia,dustRegularMagnesia                                               |                                                                |
| gregtech:meta_item_1                               |     2466 | Phosphorus Pentoxide Dust                       | dustPhosphorousPentoxide,dustRegularPhosphorousPentoxide                       |                                                                |
| gregtech:meta_item_1                               |     2470 | Fiber-Reinforced Epoxy Resin Dust               | dustRegularReinforcedEpoxyResin,dustReinforcedEpoxyResin                       |                                                                |
| gregtech:meta_item_1                               |     2965 | Polyvinyl Chloride Dust                         | dustPolyvinylChloride,dustRegularPolyvinylChloride                             |                                                                |
| gregtech:meta_item_1                               |     3001 | Impure Pile of Aluminium Dust                   | dustImpureAluminium                                                            |                                                                |
| gregtech:meta_item_1                               |     3007 | Impure Pile of Beryllium Dust                   | dustImpureBeryllium                                                            |                                                                |
| gregtech:meta_item_1                               |     3008 | Impure Pile of Bismuth Dust                     | dustImpureBismuth                                                              |                                                                |
| gregtech:meta_item_1                               |     3017 | Impure Pile of Cobalt Dust                      | dustImpureCobalt                                                               |                                                                |
| gregtech:meta_item_1                               |     3018 | Impure Pile of Copper Dust                      | dustImpureCopper                                                               |                                                                |
| gregtech:meta_item_1                               |     3026 | Impure Pile of Gold Dust                        | dustImpureGold                                                                 |                                                                |
| gregtech:meta_item_1                               |     3032 | Impure Pile of Iridium Dust                     | dustImpureIridium                                                              |                                                                |
| gregtech:meta_item_1                               |     3033 | Impure Pile of Iron Dust                        | dustImpureIron                                                                 |                                                                |
| gregtech:meta_item_1                               |     3035 | Impure Pile of Lead Dust                        | dustImpureLead                                                                 |                                                                |
| gregtech:meta_item_1                               |     3036 | Impure Pile of Lithium Dust                     | dustImpureLithium                                                              |                                                                |
| gregtech:meta_item_1                               |     3041 | Impure Pile of Molybdenum Dust                  | dustImpureMolybdenum                                                           |                                                                |
| gregtech:meta_item_1                               |     3042 | Impure Pile of Neodymium Dust                   | dustImpureNeodymium                                                            |                                                                |
| gregtech:meta_item_1                               |     3044 | Impure Pile of Nickel Dust                      | dustImpureNickel                                                               |                                                                |
| gregtech:meta_item_1                               |     3045 | Impure Pile of Niobium Dust                     | dustImpureNiobium                                                              |                                                                |
| gregtech:meta_item_1                               |     3047 | Impure Pile of Osmium Dust                      | dustImpureOsmium                                                               |                                                                |
| gregtech:meta_item_1                               |     3049 | Impure Pile of Palladium Dust                   | dustImpurePalladium                                                            |                                                                |
| gregtech:meta_item_1                               |     3051 | Impure Pile of Platinum Dust                    | dustImpurePlatinum                                                             |                                                                |
| gregtech:meta_item_1                               |     3062 | Impure Pile of Silver Dust                      | dustImpureSilver                                                               |                                                                |
| gregtech:meta_item_1                               |     3065 | Impure Pile of Sulfur Dust                      | dustImpureSulfur                                                               |                                                                |
| gregtech:meta_item_1                               |     3069 | Impure Pile of Thorium Dust                     | dustImpureThorium                                                              |                                                                |
| gregtech:meta_item_1                               |     3071 | Impure Pile of Tin Dust                         | dustImpureTin                                                                  |                                                                |
| gregtech:meta_item_1                               |     3075 | Impure Pile of Uranium 238 Dust                 | dustImpureUranium                                                              |                                                                |
| gregtech:meta_item_1                               |     3076 | Impure Pile of Uranium 235 Dust                 | dustImpureUranium235                                                           |                                                                |
| gregtech:meta_item_1                               |     3079 | Impure Pile of Zinc Dust                        | dustImpureZinc                                                                 |                                                                |
| gregtech:meta_item_1                               |     3085 | Impure Pile of Almandine Dust                   | dustImpureAlmandine                                                            |                                                                |
| gregtech:meta_item_1                               |     3090 | Impure Pile of Banded Iron Dust                 | dustImpureBandedIron                                                           |                                                                |
| gregtech:meta_item_1                               |     3092 | Impure Pile of Blue Topaz Dust                  | dustImpureBlueTopaz                                                            |                                                                |
| gregtech:meta_item_1                               |     3096 | Impure Pile of Brown Limonite Dust              | dustImpureBrownLimonite                                                        |                                                                |
| gregtech:meta_item_1                               |     3097 | Impure Pile of Calcite Dust                     | dustImpureCalcite                                                              |                                                                |
| gregtech:meta_item_1                               |     3098 | Impure Pile of Cassiterite Dust                 | dustImpureCassiterite                                                          |                                                                |
| gregtech:meta_item_1                               |     3099 | Impure Pile of Cassiterite Sand                 | dustImpureCassiteriteSand                                                      |                                                                |
| gregtech:meta_item_1                               |     3100 | Impure Pile of Chalcopyrite Dust                | dustImpureChalcopyrite                                                         |                                                                |
| gregtech:meta_item_1                               |     3102 | Impure Pile of Chromite Dust                    | dustImpureChromite                                                             |                                                                |
| gregtech:meta_item_1                               |     3103 | Impure Pile of Cinnabar Dust                    | dustImpureCinnabar                                                             |                                                                |
| gregtech:meta_item_1                               |     3106 | Impure Pile of Coal Dust                        | dustImpureCoal                                                                 |                                                                |
| gregtech:meta_item_1                               |     3107 | Impure Pile of Cobaltite Dust                   | dustImpureCobaltite                                                            |                                                                |
| gregtech:meta_item_1                               |     3108 | Impure Pile of Sheldonite Dust                  | dustImpureCooperite                                                            |                                                                |
| gregtech:meta_item_1                               |     3111 | Impure Pile of Diamond Dust                     | dustImpureDiamond                                                              |                                                                |
| gregtech:meta_item_1                               |     3113 | Impure Pile of Emerald Dust                     | dustImpureEmerald                                                              |                                                                |
| gregtech:meta_item_1                               |     3114 | Impure Pile of Galena Dust                      | dustImpureGalena                                                               |                                                                |
| gregtech:meta_item_1                               |     3115 | Impure Pile of Garnierite Dust                  | dustImpureGarnierite                                                           |                                                                |
| gregtech:meta_item_1                               |     3117 | Impure Pile of Green Sapphire Dust              | dustImpureGreenSapphire                                                        |                                                                |
| gregtech:meta_item_1                               |     3118 | Impure Pile of Grossular Dust                   | dustImpureGrossular                                                            |                                                                |
| gregtech:meta_item_1                               |     3121 | Impure Pile of Ilmenite Dust                    | dustImpureIlmenite                                                             |                                                                |
| gregtech:meta_item_1                               |     3122 | Impure Pile of Rutile Dust                      | dustImpureRutile                                                               |                                                                |
| gregtech:meta_item_1                               |     3123 | Impure Pile of Bauxite Dust                     | dustImpureBauxite                                                              |                                                                |
| gregtech:meta_item_1                               |     3128 | Impure Pile of Lazurite Dust                    | dustImpureLazurite                                                             |                                                                |
| gregtech:meta_item_1                               |     3130 | Impure Pile of Magnesite Dust                   | dustImpureMagnesite                                                            |                                                                |
| gregtech:meta_item_1                               |     3131 | Impure Pile of Magnetite Dust                   | dustImpureMagnetite                                                            |                                                                |
| gregtech:meta_item_1                               |     3132 | Impure Pile of Molybdenite Dust                 | dustImpureMolybdenite                                                          |                                                                |
| gregtech:meta_item_1                               |     3139 | Impure Pile of Phosphate Dust                   | dustImpurePhosphate                                                            |                                                                |
| gregtech:meta_item_1                               |     3146 | Impure Pile of Powellite Dust                   | dustImpurePowellite                                                            |                                                                |
| gregtech:meta_item_1                               |     3148 | Impure Pile of Pyrite Dust                      | dustImpurePyrite                                                               |                                                                |
| gregtech:meta_item_1                               |     3149 | Impure Pile of Pyrolusite Dust                  | dustImpurePyrolusite                                                           |                                                                |
| gregtech:meta_item_1                               |     3150 | Impure Pile of Pyrope Dust                      | dustImpurePyrope                                                               |                                                                |
| gregtech:meta_item_1                               |     3151 | Impure Pile of Rock Salt                        | dustImpureRockSalt                                                             |                                                                |
| gregtech:meta_item_1                               |     3154 | Impure Pile of Ruby Dust                        | dustImpureRuby                                                                 |                                                                |
| gregtech:meta_item_1                               |     3155 | Impure Pile of Salt                             | dustImpureSalt                                                                 |                                                                |
| gregtech:meta_item_1                               |     3156 | Impure Pile of Saltpeter Dust                   | dustImpureSaltpeter                                                            |                                                                |
| gregtech:meta_item_1                               |     3157 | Impure Pile of Sapphire Dust                    | dustImpureSapphire                                                             |                                                                |
| gregtech:meta_item_1                               |     3158 | Impure Pile of Scheelite Dust                   | dustImpureScheelite                                                            |                                                                |
| gregtech:meta_item_1                               |     3161 | Impure Pile of Sodalite Dust                    | dustImpureSodalite                                                             |                                                                |
| gregtech:meta_item_1                               |     3181 | Impure Pile of Spessartine Dust                 | dustImpureSpessartine                                                          |                                                                |
| gregtech:meta_item_1                               |     3182 | Impure Pile of Sphalerite Dust                  | dustImpureSphalerite                                                           |                                                                |
| gregtech:meta_item_1                               |     3185 | Impure Pile of Stibnite Dust                    | dustImpureStibnite                                                             |                                                                |
| gregtech:meta_item_1                               |     3187 | Impure Pile of Tanzanite Dust                   | dustImpureTanzanite                                                            |                                                                |
| gregtech:meta_item_1                               |     3188 | Impure Pile of Tetrahedrite Dust                | dustImpureTetrahedrite                                                         |                                                                |
| gregtech:meta_item_1                               |     3190 | Impure Pile of Topaz Dust                       | dustImpureTopaz                                                                |                                                                |
| gregtech:meta_item_1                               |     3191 | Impure Pile of Tungstate Dust                   | dustImpureTungstate                                                            |                                                                |
| gregtech:meta_item_1                               |     3193 | Impure Pile of Uraninite Dust                   | dustImpureUraninite                                                            |                                                                |
| gregtech:meta_item_1                               |     3198 | Impure Pile of Wulfenite Dust                   | dustImpureWulfenite                                                            |                                                                |
| gregtech:meta_item_1                               |     3199 | Impure Pile of Yellow Limonite Dust             | dustImpureYellowLimonite                                                       |                                                                |
| gregtech:meta_item_1                               |     3201 | Impure Pile of Nether Quartz Dust               | dustImpureNetherQuartz                                                         |                                                                |
| gregtech:meta_item_1                               |     3202 | Impure Pile of Certus Quartz Dust               | dustImpureCertusQuartz                                                         |                                                                |
| gregtech:meta_item_1                               |     3203 | Impure Pile of Quartzite Dust                   | dustImpureQuartzite                                                            |                                                                |
| gregtech:meta_item_1                               |     3204 | Impure Pile of Graphite Dust                    | dustImpureGraphite                                                             |                                                                |
| gregtech:meta_item_1                               |     3206 | Impure Pile of Jasper Dust                      | dustImpureJasper                                                               |                                                                |
| gregtech:meta_item_1                               |     3211 | Impure Pile of Lignite Coal Dust                | dustImpureLignite                                                              |                                                                |
| gregtech:meta_item_1                               |     3212 | Impure Pile of Olivine Dust                     | dustImpureOlivine                                                              |                                                                |
| gregtech:meta_item_1                               |     3213 | Impure Pile of Opal Dust                        | dustImpureOpal                                                                 |                                                                |
| gregtech:meta_item_1                               |     3214 | Impure Pile of Amethyst Dust                    | dustImpureAmethyst                                                             |                                                                |
| gregtech:meta_item_1                               |     3215 | Impure Pile of Redstone Dust                    | dustImpureRedstone                                                             |                                                                |
| gregtech:meta_item_1                               |     3216 | Impure Pile of Lapis Dust                       | dustImpureLapis                                                                |                                                                |
| gregtech:meta_item_1                               |     3224 | Impure Pile of Tantalite Dust                   | dustImpureTantalite                                                            |                                                                |
| gregtech:meta_item_1                               |     3226 | Impure Pile of Apatite Dust                     | dustImpureApatite                                                              |                                                                |
| gregtech:meta_item_1                               |     3239 | Impure Pile of Tricalcium Phospate Dust         | dustImpurePhosphor                                                             |                                                                |
| gregtech:meta_item_1                               |     3243 | Impure Pile of Red Garnet Dust                  | dustImpureGarnetRed                                                            |                                                                |
| gregtech:meta_item_1                               |     3244 | Impure Pile of Yellow Garnet Dust               | dustImpureGarnetYellow                                                         |                                                                |
| gregtech:meta_item_1                               |     3247 | Impure Pile of Vinteum Dust                     | dustImpureVinteum                                                              |                                                                |
| gregtech:meta_item_1                               |     3255 | Impure Pile of Vanadium Magnetite Dust          | dustImpureVanadiumMagnetite                                                    |                                                                |
| gregtech:meta_item_1                               |     3270 | Impure Pile of Bastnasite Dust                  | dustImpureBastnasite                                                           |                                                                |
| gregtech:meta_item_1                               |     3271 | Impure Pile of Pentlandite Dust                 | dustImpurePentlandite                                                          |                                                                |
| gregtech:meta_item_1                               |     3272 | Impure Pile of Spodumene Dust                   | dustImpureSpodumene                                                            |                                                                |
| gregtech:meta_item_1                               |     3274 | Impure Pile of Lepidolite Dust                  | dustImpureLepidolite                                                           |                                                                |
| gregtech:meta_item_1                               |     3275 | Impure Pile of Glauconite Dust                  | dustImpureGlauconite                                                           |                                                                |
| gregtech:meta_item_1                               |     3278 | Impure Pile of Bentonite                        | dustImpureBentonite                                                            |                                                                |
| gregtech:meta_item_1                               |     3280 | Impure Pile of Pitchblende                      | dustImpurePitchblende                                                          |                                                                |
| gregtech:meta_item_1                               |     3281 | Impure Pile of Monazite Dust                    | dustImpureMonazite                                                             |                                                                |
| gregtech:meta_item_1                               |     3282 | Impure Pile of Malachite Dust                   | dustImpureMalachite                                                            |                                                                |
| gregtech:meta_item_1                               |     3286 | Impure Pile of Barite Dust                      | dustImpureBarite                                                               |                                                                |
| gregtech:meta_item_1                               |     3294 | Impure Pile of Talc                             | dustImpureTalc                                                                 |                                                                |
| gregtech:meta_item_1                               |     3295 | Impure Pile of Soapstone Dust                   | dustImpureSoapstone                                                            |                                                                |
| gregtech:meta_item_1                               |     3307 | Impure Pile of Naquadah Dust                    | dustImpureNaquadah                                                             |                                                                |
| gregtech:meta_item_1                               |     3309 | Impure Pile of Enriched Naquadah Dust           | dustImpureNaquadahEnriched                                                     |                                                                |
| gregtech:meta_item_1                               |     3324 | Impure Pile of Oilsands Dust                    | dustImpureOilsands                                                             |                                                                |
| gregtech:meta_item_1                               |     3358 | Impure Pile of Tenorite Dust                    | dustImpureTenorite                                                             |                                                                |
| gregtech:meta_item_1                               |     3359 | Impure Pile of Cuprite Dust                     | dustImpureCuprite                                                              |                                                                |
| gregtech:meta_item_1                               |     3360 | Impure Pile of Bornite Dust                     | dustImpureBornite                                                              |                                                                |
| gregtech:meta_item_1                               |     3361 | Impure Pile of Chalcocite Dust                  | dustImpureChalcocite                                                           |                                                                |
| gregtech:meta_item_1                               |     3362 | Impure Pile of Enargite Dust                    | dustImpureEnargite                                                             |                                                                |
| gregtech:meta_item_1                               |     3363 | Impure Pile of Tennantite Dust                  | dustImpureTennantite                                                           |                                                                |
| gregtech:meta_item_1                               |     4001 | Purified Pile of Aluminium Dust                 | dustPureAluminium                                                              |                                                                |
| gregtech:meta_item_1                               |     4007 | Purified Pile of Beryllium Dust                 | dustPureBeryllium                                                              |                                                                |
| gregtech:meta_item_1                               |     4008 | Purified Pile of Bismuth Dust                   | dustPureBismuth                                                                |                                                                |
| gregtech:meta_item_1                               |     4017 | Purified Pile of Cobalt Dust                    | dustPureCobalt                                                                 |                                                                |
| gregtech:meta_item_1                               |     4018 | Purified Pile of Copper Dust                    | dustPureCopper                                                                 |                                                                |
| gregtech:meta_item_1                               |     4026 | Purified Pile of Gold Dust                      | dustPureGold                                                                   |                                                                |
| gregtech:meta_item_1                               |     4032 | Purified Pile of Iridium Dust                   | dustPureIridium                                                                |                                                                |
| gregtech:meta_item_1                               |     4033 | Purified Pile of Iron Dust                      | dustPureIron                                                                   |                                                                |
| gregtech:meta_item_1                               |     4035 | Purified Pile of Lead Dust                      | dustPureLead                                                                   |                                                                |
| gregtech:meta_item_1                               |     4036 | Purified Pile of Lithium Dust                   | dustPureLithium                                                                |                                                                |
| gregtech:meta_item_1                               |     4041 | Purified Pile of Molybdenum Dust                | dustPureMolybdenum                                                             |                                                                |
| gregtech:meta_item_1                               |     4042 | Purified Pile of Neodymium Dust                 | dustPureNeodymium                                                              |                                                                |
| gregtech:meta_item_1                               |     4044 | Purified Pile of Nickel Dust                    | dustPureNickel                                                                 |                                                                |
| gregtech:meta_item_1                               |     4045 | Purified Pile of Niobium Dust                   | dustPureNiobium                                                                |                                                                |
| gregtech:meta_item_1                               |     4047 | Purified Pile of Osmium Dust                    | dustPureOsmium                                                                 |                                                                |
| gregtech:meta_item_1                               |     4049 | Purified Pile of Palladium Dust                 | dustPurePalladium                                                              |                                                                |
| gregtech:meta_item_1                               |     4051 | Purified Pile of Platinum Dust                  | dustPurePlatinum                                                               |                                                                |
| gregtech:meta_item_1                               |     4062 | Purified Pile of Silver Dust                    | dustPureSilver                                                                 |                                                                |
| gregtech:meta_item_1                               |     4065 | Purified Pile of Sulfur Dust                    | dustPureSulfur                                                                 |                                                                |
| gregtech:meta_item_1                               |     4069 | Purified Pile of Thorium Dust                   | dustPureThorium                                                                |                                                                |
| gregtech:meta_item_1                               |     4071 | Purified Pile of Tin Dust                       | dustPureTin                                                                    |                                                                |
| gregtech:meta_item_1                               |     4075 | Purified Pile of Uranium 238 Dust               | dustPureUranium                                                                |                                                                |
| gregtech:meta_item_1                               |     4076 | Purified Pile of Uranium 235 Dust               | dustPureUranium235                                                             |                                                                |
| gregtech:meta_item_1                               |     4079 | Purified Pile of Zinc Dust                      | dustPureZinc                                                                   |                                                                |
| gregtech:meta_item_1                               |     4085 | Purified Pile of Almandine Dust                 | dustPureAlmandine                                                              |                                                                |
| gregtech:meta_item_1                               |     4090 | Purified Pile of Banded Iron Dust               | dustPureBandedIron                                                             |                                                                |
| gregtech:meta_item_1                               |     4092 | Purified Pile of Blue Topaz Dust                | dustPureBlueTopaz                                                              |                                                                |
| gregtech:meta_item_1                               |     4096 | Purified Pile of Brown Limonite Dust            | dustPureBrownLimonite                                                          |                                                                |
| gregtech:meta_item_1                               |     4097 | Purified Pile of Calcite Dust                   | dustPureCalcite                                                                |                                                                |
| gregtech:meta_item_1                               |     4098 | Purified Pile of Cassiterite Dust               | dustPureCassiterite                                                            |                                                                |
| gregtech:meta_item_1                               |     4099 | Purified Pile of Cassiterite Sand               | dustPureCassiteriteSand                                                        |                                                                |
| gregtech:meta_item_1                               |     4100 | Purified Pile of Chalcopyrite Dust              | dustPureChalcopyrite                                                           |                                                                |
| gregtech:meta_item_1                               |     4102 | Purified Pile of Chromite Dust                  | dustPureChromite                                                               |                                                                |
| gregtech:meta_item_1                               |     4103 | Purified Pile of Cinnabar Dust                  | dustPureCinnabar                                                               |                                                                |
| gregtech:meta_item_1                               |     4106 | Purified Pile of Coal Dust                      | dustPureCoal                                                                   |                                                                |
| gregtech:meta_item_1                               |     4107 | Purified Pile of Cobaltite Dust                 | dustPureCobaltite                                                              |                                                                |
| gregtech:meta_item_1                               |     4108 | Purified Pile of Sheldonite Dust                | dustPureCooperite                                                              |                                                                |
| gregtech:meta_item_1                               |     4111 | Purified Pile of Diamond Dust                   | dustPureDiamond                                                                |                                                                |
| gregtech:meta_item_1                               |     4113 | Purified Pile of Emerald Dust                   | dustPureEmerald                                                                |                                                                |
| gregtech:meta_item_1                               |     4114 | Purified Pile of Galena Dust                    | dustPureGalena                                                                 |                                                                |
| gregtech:meta_item_1                               |     4115 | Purified Pile of Garnierite Dust                | dustPureGarnierite                                                             |                                                                |
| gregtech:meta_item_1                               |     4117 | Purified Pile of Green Sapphire Dust            | dustPureGreenSapphire                                                          |                                                                |
| gregtech:meta_item_1                               |     4118 | Purified Pile of Grossular Dust                 | dustPureGrossular                                                              |                                                                |
| gregtech:meta_item_1                               |     4121 | Purified Pile of Ilmenite Dust                  | dustPureIlmenite                                                               |                                                                |
| gregtech:meta_item_1                               |     4122 | Purified Pile of Rutile Dust                    | dustPureRutile                                                                 |                                                                |
| gregtech:meta_item_1                               |     4123 | Purified Pile of Bauxite Dust                   | dustPureBauxite                                                                |                                                                |
| gregtech:meta_item_1                               |     4128 | Purified Pile of Lazurite Dust                  | dustPureLazurite                                                               |                                                                |
| gregtech:meta_item_1                               |     4130 | Purified Pile of Magnesite Dust                 | dustPureMagnesite                                                              |                                                                |
| gregtech:meta_item_1                               |     4131 | Purified Pile of Magnetite Dust                 | dustPureMagnetite                                                              |                                                                |
| gregtech:meta_item_1                               |     4132 | Purified Pile of Molybdenite Dust               | dustPureMolybdenite                                                            |                                                                |
| gregtech:meta_item_1                               |     4139 | Purified Pile of Phosphate Dust                 | dustPurePhosphate                                                              |                                                                |
| gregtech:meta_item_1                               |     4146 | Purified Pile of Powellite Dust                 | dustPurePowellite                                                              |                                                                |
| gregtech:meta_item_1                               |     4148 | Purified Pile of Pyrite Dust                    | dustPurePyrite                                                                 |                                                                |
| gregtech:meta_item_1                               |     4149 | Purified Pile of Pyrolusite Dust                | dustPurePyrolusite                                                             |                                                                |
| gregtech:meta_item_1                               |     4150 | Purified Pile of Pyrope Dust                    | dustPurePyrope                                                                 |                                                                |
| gregtech:meta_item_1                               |     4151 | Purified Pile of Rock Salt                      | dustPureRockSalt                                                               |                                                                |
| gregtech:meta_item_1                               |     4154 | Purified Pile of Ruby Dust                      | dustPureRuby                                                                   |                                                                |
