+----------------------------------------------------+--------------------------------------------------------+--------------------------------------+------+
| Mod name                                           | Registry name                                          | Entity class name                    |   ID |
| Ice and Fire                                       | iceandfire:myrmex_royal                                | EntityMyrmexRoyal                    |  933 |
| Ice and Fire                                       | iceandfire:myrmex_sentinel                             | EntityMyrmexSentinel                 |  932 |
| Ice and Fire                                       | iceandfire:myrmex_soldier                              | EntityMyrmexSoldier                  |  931 |
| Ice and Fire                                       | iceandfire:myrmex_worker                               | EntityMyrmexWorker                   |  930 |
| Ice and Fire                                       | iceandfire:seaserpent                                  | EntitySeaSerpent                     |  938 |
| Ice and Fire                                       | iceandfire:seaserpentarrow                             | EntitySeaSerpentArrow                |  940 |
| Ice and Fire                                       | iceandfire:seaserpentbubble                            | EntitySeaSerpentBubbles              |  939 |
| Ice and Fire                                       | iceandfire:siren                                       | EntitySiren                          |  920 |
| Ice and Fire                                       | iceandfire:snowvillager                                | EntitySnowVillager                   |  913 |
| Ice and Fire                                       | iceandfire:stonestatue                                 | EntityStoneStatue                    |  916 |
| Ice and Fire                                       | iceandfire:stymphalianarrow                            | EntityStymphalianArrow               |  928 |
| Ice and Fire                                       | iceandfire:stymphalianbird                             | EntityStymphalianBird                |  926 |
| Ice and Fire                                       | iceandfire:stymphalianfeather                          | EntityStymphalianFeather             |  927 |
| Ice and Fire                                       | iceandfire:tide_trident                                | EntityTideTrident                    |  944 |
| Immersive Engineering                              | immersiveengineering:chemthrowershot                   | EntityChemthrowerShot                |    4 |
| Immersive Engineering                              | immersiveengineering:explosive                         | EntityIEExplosive                    |    7 |
| Immersive Engineering                              | immersiveengineering:fluorescenttube                   | EntityFluorescentTube                |    8 |
| Immersive Engineering                              | immersiveengineering:railgunshot                       | EntityRailgunShot                    |    5 |
| Immersive Engineering                              | immersiveengineering:revolvershot                      | EntityRevolvershot                   |    0 |
| Immersive Engineering                              | immersiveengineering:revolvershotflare                 | EntityRevolvershotFlare              |    6 |
| Immersive Engineering                              | immersiveengineering:revolvershothoming                | EntityRevolvershotHoming             |    2 |
| Immersive Engineering                              | immersiveengineering:revolvershotwolfpack              | EntityWolfpackShot                   |    3 |
| Immersive Engineering                              | immersiveengineering:skylinehook                       | EntitySkylineHook                    |    1 |
| Immersive Petroleum                                | immersivepetroleum:speedboat                           | EntitySpeedboat                      |    0 |
| IndustrialCraft 2                                  | ic2:carbon_boat                                        | EntityBoatCarbon                     |    5 |
| IndustrialCraft 2                                  | ic2:dynamite                                           | EntityDynamite                       |    1 |
| IndustrialCraft 2                                  | ic2:electric_boat                                      | EntityBoatElectric                   |    7 |
| IndustrialCraft 2                                  | ic2:fireproof_item                                     | FireproofItem                        |   10 |
| IndustrialCraft 2                                  | ic2:itnt                                               | EntityItnt                           |    3 |
| IndustrialCraft 2                                  | ic2:mining_laser                                       | EntityMiningLaser                    |    0 |
| IndustrialCraft 2                                  | ic2:nuke                                               | EntityNuke                           |    4 |
| IndustrialCraft 2                                  | ic2:particle                                           | EntityParticle                       |    8 |
| IndustrialCraft 2                                  | ic2:rubber_boat                                        | EntityBoatRubber                     |    6 |
| IndustrialCraft 2                                  | ic2:sticky_dynamite                                    | EntityStickyDynamite                 |    2 |
| Minecraft                                          | minecraft:area_effect_cloud                            | EntityAreaEffectCloud                |    3 |
| Minecraft                                          | minecraft:armor_stand                                  | EntityArmorStand                     |   30 |
| Minecraft                                          | minecraft:arrow                                        | EntityTippedArrow                    |   10 |
| Minecraft                                          | minecraft:bat                                          | EntityBat                            |   65 |
| Minecraft                                          | minecraft:blaze                                        | EntityBlaze                          |   61 |
| Minecraft                                          | minecraft:boat                                         | EntityBoat                           |   41 |
| Minecraft                                          | minecraft:cave_spider                                  | EntityCaveSpider                     |   59 |
| Minecraft                                          | minecraft:chest_minecart                               | EntityMinecartChest                  |   43 |
| Minecraft                                          | minecraft:chicken                                      | EntityChicken                        |   93 |
| Minecraft                                          | minecraft:commandblock_minecart                        | EntityMinecartCommandBlock           |   40 |
| Minecraft                                          | minecraft:cow                                          | EntityCow                            |   92 |
| Minecraft                                          | minecraft:creeper                                      | EntityCreeper                        |   50 |
| Minecraft                                          | minecraft:donkey                                       | EntityDonkey                         |   31 |
| Minecraft                                          | minecraft:dragon_fireball                              | EntityDragonFireball                 |   26 |
| Minecraft                                          | minecraft:egg                                          | EntityEgg                            |    7 |
| Minecraft                                          | minecraft:elder_guardian                               | EntityElderGuardian                  |    4 |
| Minecraft                                          | minecraft:ender_crystal                                | EntityEnderCrystal                   |  200 |
| Minecraft                                          | minecraft:ender_dragon                                 | EntityDragon                         |   63 |
| Minecraft                                          | minecraft:ender_pearl                                  | EntityEnderPearl                     |   14 |
| Minecraft                                          | minecraft:enderman                                     | EntityEnderman                       |   58 |
| Minecraft                                          | minecraft:endermite                                    | EntityEndermite                      |   67 |
| Minecraft                                          | minecraft:evocation_fangs                              | EntityEvokerFangs                    |   33 |
| Minecraft                                          | minecraft:evocation_illager                            | EntityEvoker                         |   34 |
| Minecraft                                          | minecraft:eye_of_ender_signal                          | EntityEnderEye                       |   15 |
| Minecraft                                          | minecraft:falling_block                                | EntityFallingBlock                   |   21 |
| Minecraft                                          | minecraft:fireball                                     | EntityLargeFireball                  |   12 |
| Minecraft                                          | minecraft:fireworks_rocket                             | EntityFireworkRocket                 |   22 |
| Minecraft                                          | minecraft:furnace_minecart                             | EntityMinecartFurnace                |   44 |
| Minecraft                                          | minecraft:ghast                                        | EntityGhast                          |   56 |
| Minecraft                                          | minecraft:giant                                        | EntityGiantZombie                    |   53 |
| Minecraft                                          | minecraft:guardian                                     | EntityGuardian                       |   68 |
| Minecraft                                          | minecraft:hopper_minecart                              | EntityMinecartHopper                 |   46 |
| Minecraft                                          | minecraft:horse                                        | EntityHorse                          |  100 |
| Minecraft                                          | minecraft:husk                                         | EntityHusk                           |   23 |
| Minecraft                                          | minecraft:illusion_illager                             | EntityIllusionIllager                |   37 |
| Minecraft                                          | minecraft:item                                         | EntityItem                           |    1 |
| Minecraft                                          | minecraft:item_frame                                   | EntityItemFrame                      |   18 |
| Minecraft                                          | minecraft:leash_knot                                   | EntityLeashKnot                      |    8 |
| Minecraft                                          | minecraft:llama                                        | EntityLlama                          |  103 |
| Minecraft                                          | minecraft:llama_spit                                   | EntityLlamaSpit                      |  104 |
| Minecraft                                          | minecraft:magma_cube                                   | EntityMagmaCube                      |   62 |
| Minecraft                                          | minecraft:minecart                                     | EntityMinecartEmpty                  |   42 |
| Minecraft                                          | minecraft:mooshroom                                    | EntityMooshroom                      |   96 |
| Minecraft                                          | minecraft:mule                                         | EntityMule                           |   32 |
| Minecraft                                          | minecraft:ocelot                                       | EntityOcelot                         |   98 |
| Minecraft                                          | minecraft:painting                                     | EntityPainting                       |    9 |
| Minecraft                                          | minecraft:parrot                                       | EntityParrot                         |  105 |
| Minecraft                                          | minecraft:pig                                          | EntityPig                            |   90 |
| Minecraft                                          | minecraft:polar_bear                                   | EntityPolarBear                      |  102 |
| Minecraft                                          | minecraft:potion                                       | EntityPotion                         |   16 |
| Minecraft                                          | minecraft:rabbit                                       | EntityRabbit                         |  101 |
| Minecraft                                          | minecraft:sheep                                        | EntitySheep                          |   91 |
| Minecraft                                          | minecraft:shulker                                      | EntityShulker                        |   69 |
| Minecraft                                          | minecraft:shulker_bullet                               | EntityShulkerBullet                  |   25 |
| Minecraft                                          | minecraft:silverfish                                   | EntitySilverfish                     |   60 |
| Minecraft                                          | minecraft:skeleton                                     | EntitySkeleton                       |   51 |
| Minecraft                                          | minecraft:skeleton_horse                               | EntitySkeletonHorse                  |   28 |
| Minecraft                                          | minecraft:slime                                        | EntitySlime                          |   55 |
| Minecraft                                          | minecraft:small_fireball                               | EntitySmallFireball                  |   13 |
| Minecraft                                          | minecraft:snowball                                     | EntitySnowball                       |   11 |
| Minecraft                                          | minecraft:snowman                                      | EntitySnowman                        |   97 |
| Minecraft                                          | minecraft:spawner_minecart                             | EntityMinecartMobSpawner             |   47 |
| Minecraft                                          | minecraft:spectral_arrow                               | EntitySpectralArrow                  |   24 |
| Minecraft                                          | minecraft:spider                                       | EntitySpider                         |   52 |
| Minecraft                                          | minecraft:squid                                        | EntitySquid                          |   94 |
| Minecraft                                          | minecraft:stray                                        | EntityStray                          |    6 |
| Minecraft                                          | minecraft:tnt                                          | EntityTNTPrimed                      |   20 |
| Minecraft                                          | minecraft:tnt_minecart                                 | EntityMinecartTNT                    |   45 |
| Minecraft                                          | minecraft:vex                                          | EntityVex                            |   35 |
| Minecraft                                          | minecraft:villager                                     | EntityVillager                       |  120 |
| Minecraft                                          | minecraft:villager_golem                               | EntityIronGolem                      |   99 |
| Minecraft                                          | minecraft:vindication_illager                          | EntityVindicator                     |   36 |
| Minecraft                                          | minecraft:witch                                        | EntityWitch                          |   66 |
| Minecraft                                          | minecraft:wither                                       | EntityWither                         |   64 |
| Minecraft                                          | minecraft:wither_skeleton                              | EntityWitherSkeleton                 |    5 |
| Minecraft                                          | minecraft:wither_skull                                 | EntityWitherSkull                    |   19 |
| Minecraft                                          | minecraft:wolf                                         | EntityWolf                           |   95 |
| Minecraft                                          | minecraft:xp_bottle                                    | EntityExpBottle                      |   17 |
| Minecraft                                          | minecraft:xp_orb                                       | EntityXPOrb                          |    2 |
| Minecraft                                          | minecraft:zombie                                       | EntityZombie                         |   54 |
| Minecraft                                          | minecraft:zombie_horse                                 | EntityZombieHorse                    |   29 |
| Minecraft                                          | minecraft:zombie_pigman                                | EntityPigZombie                      |   57 |
| Minecraft                                          | minecraft:zombie_villager                              | EntityZombieVillager                 |   27 |
| Minecraft Comes Alive                              | mca:entityvillagermca                                  | EntityVillagerMCA                    | 1120 |
| Minecraft Comes Alive                              | mca:grimreapermca                                      | EntityGrimReaper                     | 1121 |
| Mowzie's Mobs                                      | mowziesmobs:axe_attack                                 | EntityAxeAttack                      |   15 |
| Mowzie's Mobs                                      | mowziesmobs:baby_foliaath                              | EntityBabyFoliaath                   |    1 |
| Mowzie's Mobs                                      | mowziesmobs:barako                                     | EntityBarako                         |    7 |
| Mowzie's Mobs                                      | mowziesmobs:barakoan_barakoana                         | EntityBarakoanToBarakoana            |    3 |
| Mowzie's Mobs                                      | mowziesmobs:barakoan_player                            | EntityBarakoanToPlayer               |    6 |
| Mowzie's Mobs                                      | mowziesmobs:barakoana                                  | EntityBarakoana                      |    4 |
| Mowzie's Mobs                                      | mowziesmobs:barakoaya                                  | EntityBarakoaya                      |    5 |
| Mowzie's Mobs                                      | mowziesmobs:block_swapper                              | EntityBlockSwapper                   |   23 |
| Mowzie's Mobs                                      | mowziesmobs:boulder                                    | EntityBoulder                        |   14 |
| Mowzie's Mobs                                      | mowziesmobs:dart                                       | EntityDart                           |   20 |
| Mowzie's Mobs                                      | mowziesmobs:ferrous_wroughtnaut                        | EntityWroughtnaut                    |    2 |
| Mowzie's Mobs                                      | mowziesmobs:foliaath                                   | EntityFoliaath                       |    0 |
| Mowzie's Mobs                                      | mowziesmobs:frostmaw                                   | EntityFrostmaw                       |    8 |
| Mowzie's Mobs                                      | mowziesmobs:frozen_controller                          | EntityFrozenController               |   18 |
| Mowzie's Mobs                                      | mowziesmobs:grottol                                    | EntityGrottol                        |    9 |
| Mowzie's Mobs                                      | mowziesmobs:ice_ball                                   | EntityIceBall                        |   17 |
| Mowzie's Mobs                                      | mowziesmobs:icebreath                                  | EntityIceBreath                      |   16 |
| Mowzie's Mobs                                      | mowziesmobs:lantern                                    | EntityLantern                        |   10 |
| Mowzie's Mobs                                      | mowziesmobs:naga                                       | EntityNaga                           |   11 |
| Mowzie's Mobs                                      | mowziesmobs:poison_ball                                | EntityPoisonBall                     |   21 |
| Mowzie's Mobs                                      | mowziesmobs:ring                                       | EntityRing                           |   19 |
| Mowzie's Mobs                                      | mowziesmobs:solar_beam                                 | EntitySolarBeam                      |   13 |
| Mowzie's Mobs                                      | mowziesmobs:sunstrike                                  | EntitySunstrike                      |   12 |
| Mowzie's Mobs                                      | mowziesmobs:super_nova                                 | EntitySuperNova                      |   22 |
| MrCrayfish's Furniture Mod                         | cfm:mirror                                             | EntityMirror                         |    1 |
| MrCrayfish's Furniture Mod                         | cfm:mountable_block                                    | EntitySeat                           |    0 |
| MrCrayfish's Vehicle Mod                           | vehicle:aluminum_boat                                  | EntityAluminumBoat                   |    8 |
| MrCrayfish's Vehicle Mod                           | vehicle:atv                                            | EntityATV                            |    0 |
| MrCrayfish's Vehicle Mod                           | vehicle:bath                                           | EntityBath                           |   19 |
| MrCrayfish's Vehicle Mod                           | vehicle:bumper_car                                     | EntityBumperCar                      |    5 |
| MrCrayfish's Vehicle Mod                           | vehicle:couch                                          | EntityCouch                          |   18 |
| MrCrayfish's Vehicle Mod                           | vehicle:dirt_bike                                      | EntityDirtBike                       |   17 |
| MrCrayfish's Vehicle Mod                           | vehicle:dune_buggy                                     | EntityDuneBuggy                      |    1 |
| MrCrayfish's Vehicle Mod                           | vehicle:fertilizer_trailer                             | EntityFertilizerTrailer              |   24 |
| MrCrayfish's Vehicle Mod                           | vehicle:fluid_trailer                                  | EntityFluidTrailer                   |   25 |
| MrCrayfish's Vehicle Mod                           | vehicle:go_kart                                        | EntityGoKart                         |    2 |
| MrCrayfish's Vehicle Mod                           | vehicle:golf_cart                                      | EntityGolfCart                       |   13 |
| MrCrayfish's Vehicle Mod                           | vehicle:jack                                           | EntityJack                           |   26 |
| MrCrayfish's Vehicle Mod                           | vehicle:jet_ski                                        | EntityJetSki                         |    6 |
| MrCrayfish's Vehicle Mod                           | vehicle:lawn_mower                                     | EntityLawnMower                      |   10 |
| MrCrayfish's Vehicle Mod                           | vehicle:mini_bike                                      | EntityMiniBike                       |    4 |
| MrCrayfish's Vehicle Mod                           | vehicle:mini_bus                                       | EntityMiniBus                        |   16 |
| MrCrayfish's Vehicle Mod                           | vehicle:moped                                          | EntityMoped                          |   11 |
| MrCrayfish's Vehicle Mod                           | vehicle:off_roader                                     | EntityOffRoader                      |   14 |
| MrCrayfish's Vehicle Mod                           | vehicle:seeder_trailer                                 | EntitySeederTrailer                  |   23 |
| MrCrayfish's Vehicle Mod                           | vehicle:shopping_cart                                  | EntityShoppingCart                   |    3 |
| MrCrayfish's Vehicle Mod                           | vehicle:smart_car                                      | EntitySmartCar                       |    9 |
| MrCrayfish's Vehicle Mod                           | vehicle:sofacopter                                     | EntitySofacopter                     |   20 |
| MrCrayfish's Vehicle Mod                           | vehicle:speed_boat                                     | EntitySpeedBoat                      |    7 |
| MrCrayfish's Vehicle Mod                           | vehicle:sports_plane                                   | EntitySportsPlane                    |   12 |
| MrCrayfish's Vehicle Mod                           | vehicle:storage_trailer                                | EntityStorageTrailer                 |   22 |
| MrCrayfish's Vehicle Mod                           | vehicle:tractor                                        | EntityTractor                        |   15 |
| MrCrayfish's Vehicle Mod                           | vehicle:trailer                                        | EntityVehicleTrailer                 |   21 |
| Mutant Beasts                                      | mutantbeasts:body_part                                 | BodyPartEntity                       |    0 |
| Mutant Beasts                                      | mutantbeasts:chemical_x                                | ChemicalXEntity                      |    1 |
| Mutant Beasts                                      | mutantbeasts:creeper_minion                            | CreeperMinionEntity                  |    2 |
| Mutant Beasts                                      | mutantbeasts:creeper_minion_egg                        | CreeperMinionEggEntity               |    3 |
| Mutant Beasts                                      | mutantbeasts:endersoul_clone                           | EndersoulCloneEntity                 |    4 |
| Mutant Beasts                                      | mutantbeasts:endersoul_fragment                        | EndersoulFragmentEntity              |    5 |
| Mutant Beasts                                      | mutantbeasts:mutant_arrow                              | MutantArrowEntity                    |    6 |
| Mutant Beasts                                      | mutantbeasts:mutant_creeper                            | MutantCreeperEntity                  |    7 |
| Mutant Beasts                                      | mutantbeasts:mutant_enderman                           | MutantEndermanEntity                 |    8 |
| Mutant Beasts                                      | mutantbeasts:mutant_skeleton                           | MutantSkeletonEntity                 |    9 |
| Mutant Beasts                                      | mutantbeasts:mutant_snow_golem                         | MutantSnowGolemEntity                |   10 |
| Mutant Beasts                                      | mutantbeasts:mutant_zombie                             | MutantZombieEntity                   |   11 |
| Mutant Beasts                                      | mutantbeasts:skull_spirit                              | SkullSpiritEntity                    |   12 |
| Mutant Beasts                                      | mutantbeasts:spider_pig                                | SpiderPigEntity                      |   13 |
| Mutant Beasts                                      | mutantbeasts:throwable_block                           | ThrowableBlockEntity                 |   14 |
| Natura                                             | natura:imp                                             | EntityImp                            |    2 |
| Natura                                             | natura:nitrocreeper                                    | EntityNitroCreeper                   |    3 |
| NetherEx                                           | netherex:blue_fireball                                 | EntityBlueFireball                   |    1 |
| NetherEx                                           | netherex:brute                                         | EntityBrute                          |   16 |
| NetherEx                                           | netherex:coolmar_spider                                | EntityCoolmarSpider                  |   15 |
| NetherEx                                           | netherex:ember                                         | EntityEmber                          |    9 |
| NetherEx                                           | netherex:frost                                         | EntityFrost                          |   17 |
| NetherEx                                           | netherex:ghast_queen                                   | EntityGhastQueen                     |   18 |
| NetherEx                                           | netherex:ghast_queen_fireball                          | EntityGhastQueenFireball             |   -1 |
| NetherEx                                           | netherex:ghastling                                     | EntityGhastling                      |   14 |
| NetherEx                                           | netherex:ghastling_fireball                            | EntityGhastlingFireball              |    0 |
| NetherEx                                           | netherex:gold_golem                                    | EntityGoldGolem                      |    5 |
| NetherEx                                           | netherex:mogus                                         | EntityMogus                          |    6 |
| NetherEx                                           | netherex:nethermite                                    | EntityNethermite                     |   10 |
| NetherEx                                           | netherex:obsidian_boat                                 | EntityObsidianBoat                   |    2 |
| NetherEx                                           | netherex:pigtificate                                   | EntityPigtificate                    |    4 |
| NetherEx                                           | netherex:pigtificate_leader                            | EntityPigtificateLeader              |    3 |
| NetherEx                                           | netherex:salamander                                    | EntitySalamander                     |    7 |
| NetherEx                                           | netherex:spinout                                       | EntitySpinout                        |   11 |
| NetherEx                                           | netherex:spore                                         | EntitySpore                          |   13 |
| NetherEx                                           | netherex:spore_creeper                                 | EntitySporeCreeper                   |   12 |
| NetherEx                                           | netherex:wight                                         | EntityWight                          |    8 |
| NuclearCraft                                       | nuclearcraft:feral_ghoul                               | EntityFeralGhoul                     |    0 |
| Open Modular Turrets                               | openmodularturrets:blazingclayprojectile               | BlazingClayProjectile                |    5 |
| Open Modular Turrets                               | openmodularturrets:bulletprojectile                    | BulletProjectile                     |    3 |
| Open Modular Turrets                               | openmodularturrets:grenadeprojectile                   | GrenadeProjectile                    |    2 |
| Open Modular Turrets                               | openmodularturrets:rocketprojectile                    | RocketProjectile                     |    1 |
| OpenBlocks                                         | openblocks:cartographer                                | EntityCartographer                   |  705 |
| OpenBlocks                                         | openblocks:glyph                                       | EntityGlyph                          |  711 |
| OpenBlocks                                         | openblocks:golden_eye                                  | EntityGoldenEye                      |  707 |
| OpenBlocks                                         | openblocks:hang_glider                                 | EntityHangGlider                     |  701 |
| OpenBlocks                                         | openblocks:item_projectile                             | EntityItemProjectile                 |  706 |
| OpenBlocks                                         | openblocks:luggage                                     | EntityLuggage                        |  702 |
| OpenBlocks                                         | openblocks:magnet                                      | EntityMagnet                         |  703 |
| OpenBlocks                                         | openblocks:mini_me                                     | EntityMiniMe                         |  710 |
| OpenBlocks                                         | openblocks:mounted_block                               | EntityMountedBlock                   |  704 |
| OpenBlocks                                         | openblocks:player_magnet                               | PlayerBound                          |  708 |
| OpenBlocks                                         | openblocks:xp_orb_no_fly                               | EntityXPOrbNoFly                     |  709 |
| OpenComputers                                      | opencomputers:drone                                    | Drone                                |    0 |
| OpenModsLib                                        | openmods:block                                         | EntityBlock                          |  804 |
| PneumaticCraft: Repressurized                      | pneumaticcraft:drone                                   | EntityDrone                          |    2 |
| PneumaticCraft: Repressurized                      | pneumaticcraft:harvesting_drone                        | EntityHarvestingDrone                |    4 |
| PneumaticCraft: Repressurized                      | pneumaticcraft:logistic_drone                          | EntityLogisticsDrone                 |    3 |
| PneumaticCraft: Repressurized                      | pneumaticcraft:micromissile                            | EntityMicromissile                   |    5 |
| PneumaticCraft: Repressurized                      | pneumaticcraft:programmable_controller                 | EntityProgrammableController         |    8 |
| PneumaticCraft: Repressurized                      | pneumaticcraft:ring                                    | EntityRing                           |    7 |
| PneumaticCraft: Repressurized                      | pneumaticcraft:tumbling_block                          | EntityTumblingBlock                  |    6 |
| PneumaticCraft: Repressurized                      | pneumaticcraft:vortex                                  | EntityVortex                         |    1 |
| Psi                                                | psi:spell_charge                                       | EntitySpellCharge                    |    3 |
| Psi                                                | psi:spell_circle                                       | EntitySpellCircle                    |    1 |
| Psi                                                | psi:spell_grenade                                      | EntitySpellGrenade                   |    2 |
| Psi                                                | psi:spell_mine                                         | EntitySpellMine                      |    4 |
| Psi                                                | psi:spell_projectile                                   | EntitySpellProjectile                |    0 |
| Quark                                              | quark:archaeologist                                    | EntityArchaeologist                  |   16 |
| Quark                                              | quark:arrow_ender                                      | EntityArrowEnder                     |    5 |
| Quark                                              | quark:arrow_explosive                                  | EntityArrowExplosive                 |    6 |
| Quark                                              | quark:arrow_torch                                      | EntityArrowTorch                     |    7 |
| Quark                                              | quark:ashen                                            | EntityAshen                          |    1 |
| Quark                                              | quark:chest_passenger                                  | EntityChestPassenger                 |   13 |
| Quark                                              | quark:colored_item_frame                               | EntityColoredItemFrame               |    0 |
| Quark                                              | quark:crab                                             | EntityCrab                           |   22 |
| Quark                                              | quark:dragon_breath_bottle                             | EntityDragonBreathBottle             |   11 |
| Quark                                              | quark:dweller                                          | EntityDweller                        |    2 |
| Quark                                              | quark:flat_item_frame                                  | EntityFlatItemFrame                  |    9 |
| Quark                                              | quark:foxhound                                         | EntityFoxhound                       |   21 |
| Quark                                              | quark:frog                                             | EntityFrog                           |   18 |
| Quark                                              | quark:glass_item_frame                                 | EntityGlassItemFrame                 |   10 |
| Quark                                              | quark:gravisand                                        | EntityGravisand                      |   23 |
| Quark                                              | quark:leash_knot                                       | EntityLeashKnot2TheKnotting          |   19 |
| Quark                                              | quark:parrot_egg                                       | EntityParrotEgg                      |   14 |
| Quark                                              | quark:pickarang                                        | EntityPickarang                      |   20 |
| Quark                                              | quark:pirate                                           | EntityPirate                         |    3 |
| Quark                                              | quark:seat                                             | Seat                                 |   12 |
| Quark                                              | quark:soul_powder                                      | EntitySoulPowder                     |    8 |
| Quark                                              | quark:stoneling                                        | EntityStoneling                      |   17 |
| Quark                                              | quark:wraith                                           | EntityWraith                         |    4 |
| Random Things                                      | randomthings:artificialendportal                       | EntityArtificialEndPortal            |    3 |
| Random Things                                      | randomthings:eclipsedclock                             | EntityEclipsedClock                  |   13 |
| Random Things                                      | randomthings:fallingblockspecial                       | EntityFallingBlockSpecial            |    6 |
| Random Things                                      | randomthings:floofireplace                             | EntityTemporaryFlooFireplace         |    5 |
| Random Things                                      | randomthings:goldenchicken                             | EntityGoldenChicken                  |    7 |
| Random Things                                      | randomthings:goldenegg                                 | EntityGoldenEgg                      |    8 |
| Random Things                                      | randomthings:playersoul                                | EntitySoul                           |    0 |
| Random Things                                      | randomthings:projecteditem                             | EntityProjectedItem                  |    4 |
| Random Things                                      | randomthings:revivecircle                              | EntityReviveCircle                   |    1 |
| Random Things                                      | randomthings:spectreilluminator                        | EntitySpectreIlluminator             |   12 |
| Random Things                                      | randomthings:spirit                                    | EntitySpirit                         |    2 |
| Random Things                                      | randomthings:thrownweatheregg                          | EntityThrownWeatherEgg               |    9 |
| Random Things                                      | randomthings:timeaccelerator                           | EntityTimeAccelerator                |   11 |
| Random Things                                      | randomthings:weathercloud                              | EntityWeatherCloud                   |   10 |
| Red Omega Custom Swords                            | red_omega_custom_swords:entitybullethenticle           | EntityArrowCustom                    |    1 |
| Scaling Health                                     | scalinghealth:blightfire                               | EntityBlightFire                     |    0 |
| SecurityCraft                                      | securitycraft:bouncingbetty                            | BouncingBetty                        |    0 |
| SecurityCraft                                      | securitycraft:bullet                                   | Bullet                               |    6 |
| SecurityCraft                                      | securitycraft:imsbomb                                  | IMSBomb                              |    3 |
| SecurityCraft                                      | securitycraft:securitycamera                           | SecurityCamera                       |    4 |
| SecurityCraft                                      | securitycraft:sentry                                   | Sentry                               |    5 |
| Spartan Weaponry                                   | spartanweaponry:arrow_diamond                          | EntityArrowDiamond                   |    9 |
